essay,error,message,category,frase,comp1,url
252,DOS_HUMANOS_HUMANO,Esta perífrase poderá ser simplificada.,REDACTION_TIPS,"Em larga escala, no caso dos humanos, isso seria uma forma de demonstrar como a intolerância e o ódio são implantados sem espaço para novos pensamentos ou perguntas, apenas restando pensamentos antigos e conformistas.",1.0,https://educacao.uol.com.br/bancoderedacoes/redacoes/intolerancia-programada.htm
256,PERDER_A_VIDA,Melhore a redação.,REDACTION_TIPS,"Hoje observamos que a liberdade expressão e escolha têm gerado muita polêmica no meio da sociedade, e a mídia por muitas das vezes tem ajudado a combater este tipo de preconceito, assim incentivando a população a aceitação e a sua liberdade de escolha, como religiosa, política, sexual entre outro,A intolerância de qualquer espécie pode gerar discriminação e humilhação e assim até a morte, muito em nosso pais tem perdido a vida por causa da descriminação que é gerada pela intolerância, na escola, no meio familiar no trabalho e principalmente na rua.",0.0,https://educacao.uol.com.br/bancoderedacoes/redacoes/combate-a-intolerancia.htm
271,CORRER_RISCO_ARRISCAR,Esta perífrase poderá ser simplificada.,REDACTION_TIPS,"Portanto, para que muitos não percam seus empregos é necessário incentivar as pessoas que ampliem seus estudos em áreas que não correm o risco de serem afetadas, também seria interessante criar-se cursos para capacitação dos trabalhadores para a manutenção dos robôs, diminuindo assim o impacto que será causado se isso vier a ocorrer.",1.5,https://educacao.uol.com.br/bancoderedacoes/redacoes/robos-x-humanos.htm
331,SIMPLIFICAR_VERBO_TER_MAIS_PARTICIPIO_PASSADO,"Em certos contextos, esta perífrase pode ser simplificada.",REDACTION_TIPS,"É fácil passar nos jornais que um delinquente morreu, pela arma de um policial, o difícil é mostrar quantas famílias esse mesmo já tinha acabado, é quantas vidas tirou.",1.0,https://educacao.uol.com.br/bancoderedacoes/redacoes/quem-e-o-vilao-da-vez.htm
364,QUE_VERBO_A_VERBOINFINITIVO,Esta perífrase poderá ser simplificada.,REDACTION_TIPS,"Ainda assim, há aqueles que divergem sobre a implantação dessas instituições em virtude do autoritarismo militar, o qual pode inibir a formação de valores individuais e coletivos como, a criatividade, as relações interpessoais e ,ainda, desenvolver jovens lacônicos acríticos.",1.0,https://educacao.uol.com.br/bancoderedacoes/redacoes/sem-titulo-080.htm
437,E_QUE_QUE,Poderá omitir a conjunção ‘e’ para simplificar a parafrase.,REDACTION_TIPS,"tem as pessoas preconceituosas não as descarto, as que não aceitam e são mais agressivas e fechadas sobre esse modo familiar e que tem a opinião formada sobre o assunto, mas ai  é uma questão que abrange todas as idades.",1.0,http://educacao.uol.com.br/bancoderedacoes/redacao/um-novo-nucleo-familiar.jhtm
460,QUE_TER_COMO_POR_NOME_ADJ,"Com o pronome ‘cujo’, o seu texto poderia ficar mais claro e elegante.",REDACTION_TIPS,"O trote universitário, para os muitos adeptos à esse ato deplorável, é uma espécie de ritual ou tradição, que tem como intuito marcar a passagem da vida estudantil para a vida universitária.",1.0,http://educacao.uol.com.br/bancoderedacoes/redacao/tolerancia-zero.jhtm
523,CERTO_EXATO,"Se for um texto académico/científico, pondere empregar o termo ‘exato’.",REDACTION_TIPS,"Portanto, a escola é o lugar certo para aproximar a juventude da cultura, do aprendizado e de desafios que enriquecem o conhecimento.",2.0,http://educacao.uol.com.br/bancoderedacoes/redacao/machado-de-assis-nao-e-o-problema.jhtm
1128,INIMIGO_ADVERSÁRIO_ALIADO_OPONENTE,Esta perífrase poderá ser simplificada.,REDACTION_TIPS,"Hoje, mesmo com a grande variedade de golpes que um atleta pode usar, o MMA trata-se de um esporte violento onde o principal objetivo não é a morte do adversário como acontecia entre os gladiadores ou incitar a violência para além dos octógonos, lugar das lutas, e sim disciplinar o indivíduo.",1.5,http://educacao.uol.com.br/bancoderedacoes/redacao/muito-alem-da-violencia.jhtm
1454,SIMPLIFICAR_QUE_VERBO_PARTICÍPIO_PASSADO,Esta perífrase poderá ser simplificada.,REDACTION_TIPS,"O Brasil, por exemplo, possui usinas de energia eólica, que ainda requerem investimentos, mas são uma maneira de reduzir os poluentes que aumentam o buraco na camada de ozônio, que como sabemos tem causado o aquecimento global.",2.0,http://educacao.uol.com.br/bancoderedacoes/redacao/crescimento-sustentavel-eis-a-solucao.jhtm
1868,NÃO_VÁLIDA_INVÁLIDA,Melhore a redação podendo usar a negação em alguns casos.,REDACTION_TIPS,"É bem verdade que o mesmo só chegará ao fim ao passo que cada ser perceba que não é válido, é um ato sem fundamentos e sem justificatificativas.",1.5,http://educacao.uol.com.br/bancoderedacoes/redacao/ult4657u366.jhtm
