essay,error,message,category,frase,comp1,url
31,OBLIQUOUS_PRONOUN_VERB,Pronomes oblíquos tónicos não devem ser utilizados como sujeito.,GRAMMAR,"Sócrates deixa em diálogo que seria preferível para si sofrer uma injustiça ao invés de pratica-la mas isso é totalmente o contrário do que estamos acostumados a presenciar nos dias de hoje, um mundo repleto de injustiças nas mais diversas áreas",1.0,https://educacao.uol.com.br/bancoderedacoes/redacoes/o-homem-nasce-justo-a-injustica-o-corrompe.htm
33,PORQUE_É_POR_SER,Esta perífrase poderá ser simplificada.,GRAMMAR,"O costume de sermos injusto nós faz termos alto-piedade,em em vez de praticarmos a verdadeira justiça, não fazemos e julgamos as pessoas que não a fazem, e esse ato nos torna hipócrita , e a nossa grande verdade é se liberta de um mal maior quando praticamos algo errado, isso porque a justiça é uma cura moral",0.5,https://educacao.uol.com.br/bancoderedacoes/redacoes/justica-uma-cura-moral.htm
35,GENERAL_PRONOMIAL_COLOCATIONS,"Certos pronomes relativos, conjunções subordinativas e advérbios devem ser seguidos de próclise.",GRAMMAR,"Sócrates um filosofo que venerava muito o termo virtude , a realização de algo bom para sentir o prazer, considerado felicidade, pois preferia sofrer uma opressão , do que comete-la à alguém, já que, acreditava que o bem feito tornava o homem em um ser melhor",0.0,https://educacao.uol.com.br/bancoderedacoes/redacoes/governo-sem-virtude.htm
35,AUXILIARY_VERB_INFINITIVE,Verbos auxiliares devem ser seguidos de formas verbais no infinitivo ou no gerúndio.,GRAMMAR,"Como mudar essa situação? para se ter um Brasil melhor, é preciso que o governo e o povo andam andem juntos na mesma direção, em busca dos mesmos objetivos, mas primeiro fazer com tenhamos representantes melhores, e assim, o ""brasil"" que temos será Brasil",0.0,https://educacao.uol.com.br/bancoderedacoes/redacoes/governo-sem-virtude.htm
37,FORMAL_PRA_PARA,Será que quis dizer “para”?,GRAMMAR," E pra onde vai todo o dinheiro dos impostos que pagamos? Há pessoas que tem condições de pagar uma escola particular para seus filhos, uma faculdade ou até mesmo um convenio medico , mas a grande maioria não tem e tem que depender do estado",1.0,https://educacao.uol.com.br/bancoderedacoes/redacoes/e-preferivel-praticar-ou-sofrer-uma-injustica.htm
47,CHAMAR_DENOMINAR_DE,"Os verbos ‘chamar’ e ‘denominar’ são pronominais, a redação correta é sem preposição.",GRAMMAR,"A partir do momento em que são requeridas atitudes honestas, é necessário apresentar tais atitudes, o que muitas vezes não acontece, o que podemos chamar de ""corrupção do dia a dia"", explica o que foi exibido",1.0,https://educacao.uol.com.br/bancoderedacoes/redacoes/honestidade-por-tras-de-reivindicacoes.htm
47,COLOCAÇÃO_ADVÉRBIO,Ter em conta a colocação do advérbio.,GRAMMAR,"Com o problema amenizado, os protestos e reivindicações realizados por diversos brasileiros poderiam finalmente ser considerados justos",1.0,https://educacao.uol.com.br/bancoderedacoes/redacoes/honestidade-por-tras-de-reivindicacoes.htm
49,LINKING_VERB_PREDICATE_AGREEMENT,O predicativo tem de concordar em número com o verbo de ligação.,GRAMMAR,A corrupção está cada vez mais instaladas nas raízes da sociedade brasileira,0.5,https://educacao.uol.com.br/bancoderedacoes/redacoes/a-corrupcao-na-sociedade.htm
53,REFLEXIVE_VERB_SE_AGREEMENT,O verbo aqui concorda com o objecto portanto deve utilizar o verbo no plural.,GRAMMAR," Em ambientes sem câmera e nem a presença de quaisquer fiscalizações, configura-se caminhos abertos com grandes oportunidades de corrupção, sistematizando-a ativamente e passivamente a reproduzir seus efeitos",0.0,https://educacao.uol.com.br/bancoderedacoes/redacoes/o-ladrao-que-nao-perde-ocasiao-nem-razao.htm
56,A_MAIORIA_SINGULAR,Nesta situação deve utilizar o verbo no singular.,GRAMMAR,"Infelizmente, a maioria dos brasileiros acham isso normal, faz parte da cultura do país",1.5,https://educacao.uol.com.br/bancoderedacoes/redacoes/corrupcao-um-problema-cultural.htm
57,LP_NAO_A,"Falta uma vírgula, ou há confunsão de palavras. As formas do verbo haver têm sempre ‘h’.",GRAMMAR," Mesmo sendo um processo longo e continuo , para que sim busquem o seu lugar ao sol, mas não a qualquer custo",1.0,https://educacao.uol.com.br/bancoderedacoes/redacoes/corrompendo-e-sendo-corrompidos.htm
62,VERBO_DE_QUE,Possível queísmo: “gostam que”.,GRAMMAR," Muitos leem uma notícia e se gostam do que está escrito tomam para si como verdade absoluta sem verificarem se é real ou apenas boato, o importante é que a informação seja condizente com a opinião que possuem",1.0,https://educacao.uol.com.br/bancoderedacoes/redacoes/o-que-e-a-verdade-depende-do-meu-ponto-de-vista.htm
62,VERBO_PARA_PRONOME_PESSOAL,Esta perífrase poderá ser simplificada.,GRAMMAR," Muitos leem uma notícia e se gostam do que está escrito tomam para si como verdade absoluta sem verificarem se é real ou apenas boato, o importante é que a informação seja condizente com a opinião que possuem",1.0,https://educacao.uol.com.br/bancoderedacoes/redacoes/o-que-e-a-verdade-depende-do-meu-ponto-de-vista.htm
65,SEQUER_WITHOUT_NEGATIVE,‘Sequer’ deve ser precedido de uma negação.,GRAMMAR," Contrariamente,  tais mecanismos proporcionam a qualquer indivíduo a possibilidade de disseminação em massa de informações inverídicas, ausentes de fundamento, que, motivadas pela ""enxurrada"" de informação disponibilizada a cada minuto, sequer são conferidas",1.5,https://educacao.uol.com.br/bancoderedacoes/redacoes/o-peso-da-pos-verdade-na-sociedade-pos-moderna.htm
82,TODOS_FOLLOWED_BY_NOUN_PLURAL,"Se ‘bilionários’ é um substantivo, ‘todos’ no plural exige um segundo artigo.",GRAMMAR,"É possível afirmar que, a filantropia é uma atitude a ser seguida por todos bilionários, milionários, e também aquele capaz de contribuir com seu trabalho em ações sociais",0.5,https://educacao.uol.com.br/bancoderedacoes/redacoes/obrigacao-social.htm
117,ERRO_DE_CONCORDNCIA_DO_GÉNERO_MASCULINO_O,Possível erro de concordância de género.,GRAMMAR, Aulas mais longas e programas como o Escola da Família são exemplos de como melhorar a educação sem desumanizá-la,1.0,https://educacao.uol.com.br/bancoderedacoes/redacoes/materias-fundamentais.htm
131,COLOCACAO_ADVERBIO,Esta frase poderia soar melhor com o verbo antes de agora.,GRAMMAR,"Todos podemos ter uma certa medida de autonomia, ou seja, podemos, em outras palavras, ""nos virar sozinhos"", mas se agora escrevo estas palavras na tela do meu computador é porque um grupo de pessoas fez e trouxe antes todos os dispositivos que agora uso",1.0,https://educacao.uol.com.br/bancoderedacoes/redacoes/geracao-eu-eu-nao-faco-parte.htm
134,SER_ADJECTIVE_AGREEMENT,Erro de concordância de género.,GRAMMAR," Desarte , é necessário uma nova perspectiva dos jovens para si mesmo ",1.0,https://educacao.uol.com.br/bancoderedacoes/redacoes/geracao-mimimi.htm
135,DO_MUNDO_REAL_real_reais,Substitua por “real”.,GRAMMAR,"No nosso imaginário, de jovens em pleno momento de decisão da vida, o papai e a mamãe são o Superman e a Mulher Maravilha do mundo real, ou seja, os nossos salvadores na vida",1.0,https://educacao.uol.com.br/bancoderedacoes/redacoes/inatingiveis.htm
147,PHRASAL_VERB_EM,Este verbo não se rege com a proposição “em”.,GRAMMAR," Assim fica evidente que um professor poderá doutrinar um aluno de acordo com os seus pensamentos, porém, sem tal doutrinamento o jovem estará suscetível à outros fundamentos que são claramente fornecidos através das mídias, e estes sim pode acarretar em consequências futuralmente catastróficas",1.5,https://educacao.uol.com.br/bancoderedacoes/redacoes/uni-duni-te.htm
149,POR_QUE_PORQUE,‘Por que’ pode ser substituído por ‘pelo qual’. Será que pretende dizer:,GRAMMAR," Então por que não os professores ter um diálogo aberto com os estudantes?A escola sem partido é uma forma que não afeta e nem desrespeita nenhuma ideologia, é uma maneira de mostrar aos alunos os vários caminhos que a política brasileira segue, despertando neles a curiosidade pelo o que se passa",1.0,https://educacao.uol.com.br/bancoderedacoes/redacoes/o-direito-politico-na-sala-de-aula.htm
157,CUJO_LIGACAO_NOME_ADJETIVO_NUMERAL,O pronome relativo ‘cujo’ tem de estar ligado a nome/adj/numeral.,GRAMMAR,"Como pode o próprio governo querer tirar o direito do educador, professor, da criança e do adolescente de debater e opinar sobre a atual política do país, quando na verdade, nada seria mais justo e correto do que a criação de uma matéria escolar cujo o foco fosse a política brasileira",0.5,https://educacao.uol.com.br/bancoderedacoes/redacoes/direita-esquerda-mas-e-a-educacao.htm
176,NADA_HAVER,Confusão de palavras.,GRAMMAR," O escravo moderno não tem haver com o tom de pele, não esta preso em tronco, nem em correntes, mas outros motivos o prendem, como:  dívida fraudulenta com o patrão, recolhimento dos documentos, violência e coerção",1.0,https://educacao.uol.com.br/bancoderedacoes/redacoes/trabalho-escravo-um-crime-que-ainda-existe.htm
184,VERBO_INFINITIVO,Use a forma verbal no infinitivo.,GRAMMAR,"Mas a Educação transformas pessoas costuma se dizer que:Pensamento gera ação, ação gera habito, habito gera caráter e caráter gera o seu destino",0.5,https://educacao.uol.com.br/bancoderedacoes/redacoes/estupro-uma-mancha-na-alma-feminina.htm
189,ÀS_CUSTAS_DA_DAS_DO_DOS,Esta expressão é invariável.,GRAMMAR, Percebe-se claramente isto na música onde vemos grande quantidade de pessoas fazendo sucesso às custas da denegrição da imagem da mulher e ainda da representação desta como objeto sexual,1.0,https://educacao.uol.com.br/bancoderedacoes/redacoes/o-homem-e-o-cabeca-da-casa.htm
203,TODOS_NUMBER_AGREEMENT,Possível erro de concordância de número.,GRAMMAR, Mais também priorizando todo os meios de análises que os assegurem de que seja totalmente benéfico a saúde dos pacientes,0.5,https://educacao.uol.com.br/bancoderedacoes/redacoes/o-bem-estar-e-prioridade.htm
223,ARTICLES_PRECEDING_LOCATIONS,Este nome geográfico é precedido de um artigo.,GRAMMAR, O país ficou tão dividido que poderia ser facilmente comparado à URSS e Estados Unidos nos anos da Guerra Fria,2.0,https://educacao.uol.com.br/bancoderedacoes/redacoes/contra-a-corrupcao.htm
268,MAU_MAL_CONFUSION,Confusão do adjetivo com o advérbio. Mau é adjetivo (tal como bom) e mal é advérbio (tal como bem).,GRAMMAR," As contraditórias leis trabalhistas, que asseguram seus direitos, é má vista por quem contrata quando há como optar por máquinas, por não possuírem tantas normas",0.5,https://educacao.uol.com.br/bancoderedacoes/redacoes/a-evolucao-da-concorrencia.htm
300,MUITOS_MUITO,“Muito” e “pouco” são invariáveis como advérbio. Pretende dizer “muito”?,GRAMMAR,"A fatalidade ocorrida no dia 5 de novembro de 2015, trouxe bastantes desastres para a cidade de Mariana os moradores da região ficaram muitos abalados com o acontecimento, pelo que foi dito pelos repórteres e os depoimentos de alguns moradores podemos perceber que foi uma fatalidade e não um negligenciaEntretanto as muitas mortes que ocorreram foram o que comprovaram que foi uma fatalidade, pois ninguém poderia ser negligente o suficiente, para saber o aconteceria e deixar mesmo sabendo que milhares de pessoas poderiam morrer",0.5,https://educacao.uol.com.br/bancoderedacoes/redacoes/fatalidade-em-mariana.htm
301,PHRASAL_VERB_RESIDIR_EM,"Erro de regência. Dependendo do significado, escolha:",GRAMMAR,"Em primeiro plano , pode-se observar os relatos de alguns dos ""moradores heróis"" que ao tomar conhecimento do acidente começaram a avisar os demais habitantes da região, alertando do perigo o qual estava por vim , pelo telefone, pessoalmente e de todas as formas possíveis",1.0,https://educacao.uol.com.br/bancoderedacoes/redacoes/mix-de-negligencias.htm
331,A_NOUN_VERB,Erro de concordância de número: “(mesmo)”,GRAMMAR," Esquecidos em algum lugar do universo paralelo de alguns defensores dos direitos humanos que insistem em passa a mão na cabeça de delinquentes, afirmando que os mesmo são vitimas da sociedade",1.0,https://educacao.uol.com.br/bancoderedacoes/redacoes/quem-e-o-vilao-da-vez.htm
360,PRONOMIAL_COLOCATIONS_NEGATIONS,As negações colocam o pronome antes do verbo.,GRAMMAR," Sem levar-se em conta este fator, corre-se o risco de que essas instituições estejam formando pessoas que, embora capazes de cumprir tarefas, não entendem o motivo de estas serem cumpridas",2.0,https://educacao.uol.com.br/bancoderedacoes/redacoes/a-educacao-militar-e-o-respeito-a-individualidade.htm
368,CONCORDANCIA_COM_NUCLEO_DO_SUJEITO_V2,O verbo concorda com o núcleo do sujeito.,GRAMMAR, Cada uma dessas instituições possuem uma didática diferente para ensinar seus alunos da melhor forma possível todas as disciplinas propostas,1.0,https://educacao.uol.com.br/bancoderedacoes/redacoes/o-melhor-caminho-para-a-educacao.htm
459,PHRASAL_VERB_A,Este verbo utiliza a preposição “a”.,GRAMMAR,"Portanto, o trote é uma forma festiva quando é praticado de forma solidaria, o que não pode haver é a obrigação para que os calouros obedeçam os veteranos e nem a violação dos direitos humanos, sendo o último, crime ",1.0,http://educacao.uol.com.br/bancoderedacoes/redacao/comemoracao-sim-violencia-nao.jhtm
500,GENDER_ESTE_ESTA,Possível erro de concordância de género.,GRAMMAR," O atentado foi uma covardia em tom de resposta às sátiras que o Jornal  produziu sobre o profeta Maomé, o que trouxe à tona o já muito discutido conceito de liberdade de expressão: teria esta limites?A liberdade de expressão precisa ser carregada de ética, e não se pode ter ética sem que se tenha limites",1.5,http://educacao.uol.com.br/bancoderedacoes/redacao/limites-que-impoem-etica.jhtm
559,QUE_EM_NC_SER_VERBO_NUM,"Em certos contextos, esta perífrase pode ser simplificada.",GRAMMAR," Outra prática que está sendo disseminada com mais rapidez é o cyberbullying , que consiste nos mesmo princípios do bullying convencional só que na realidade é cometido nas redes sociais onde o estrago emocional é mais violento",1.5,http://educacao.uol.com.br/bancoderedacoes/redacao/a-violencia-no-ambito-escolar.jhtm
593,DEMAIS_DE_MAIS,Possível confusão de termos.,GRAMMAR,"Logo, a outra parte da pesquisa declararam que o horário político é de extrema importância para os cidadãos, inclusive no Brasil, o qual tem disparado, economicamente, por outro lado às questões sociais como: acesso a educação eficaz, saneamento básico, excelente segurança pública e a qualidade da saúde pública tem apresentado um quadro degradante, sendo assim, o Brasil, é considerado semi periférico por causa também da má distribuição de renda nos de mais estados",0.5,http://educacao.uol.com.br/bancoderedacoes/redacao/a-importancia-do-horario-politico.jhtm
607,PHRASAL_VERB_TER_DE_QUE,"Dependendo do significado, deve separar os verbos. “tende de começar” se é uma obrigação, ou “tende que começar” se é uma constatação.",GRAMMAR,"Queremos um país mais serio e isso tende começar pelas campanhas feitas pelos políticos, sem gozação e um espaço aberto para a população",1.0,http://educacao.uol.com.br/bancoderedacoes/redacao/util-porem-mal-utilizada.jhtm
676,A_FORA,Confusão de palavras,GRAMMAR, E daí? Mesmo assim os homossexuais continuará a serem espancados e assasinados noite a fora ,1.0,http://educacao.uol.com.br/bancoderedacoes/redacao/nao-basta-legislar-tem-que-civilizar.jhtm
700,SUBSTANTIVOS_USADOS_COMO_ADJETIVOS_INVARIAVEIS_V2,Os substantivos usados como adjetivos mantêm-se invariáveis.,GRAMMAR,"Há também outras iniciativas como a implantação de delegacias especiais, como a da mulher para violência doméstica, a fim de se evitar constrangimentos ou questionamentos sobre a postura da vítima e mais rapidez nos processos; ""vagões rosas"" como no metrô de São Paulo, que se possam se estender para outros meios de transportes coletivos; além de uma campanha conscientizadora de que o estupro ocorre não só em becos escuros, mas principalmente em casa",1.5,http://educacao.uol.com.br/bancoderedacoes/redacao/estupro-mais-que-fisica-e-uma-dor-psicologica.jhtm
736,A_WORD,Possível erro de concordância de género.,GRAMMAR,"Ainda convém lembrar que a mau conduta destes, lesa direitos de uma sociedade democrática, onde todos tem o direito de se manifestar ter suas opiniões",0.5,http://educacao.uol.com.br/bancoderedacoes/redacao/excesso-de-autoridade.jhtm
768,É_PLURAL,Possível erro de concordância de número.,GRAMMAR,Qual autenticidade as informações contadas no livro?  A exposição do agente publico de informações que podem não ser verídicas é inertes,0.5,http://educacao.uol.com.br/bancoderedacoes/redacao/biografias-e-suas-responsabilidades.jhtm
780,PRONOMIAL_COLOCATIONS_ADJUSTMENT_NOS,"As ênclises terminadas em m, ão ou õe exigem alteração do pronome.",GRAMMAR,"Utilizam-os como se fossem objetos sem valor, não é em vão o protesto gerado pelos ativistas, onde invadiram o Instituto Royal e libertaram os cães, destinados  para novos lares e adoção, visando uma vida melhor para esses guerreiros sobreviventes",0.5,http://educacao.uol.com.br/bancoderedacoes/redacao/protestos-justos-acompanhados-de-vandalismo.jhtm
794,VISTO_POR,Esta perífrase poderá ser simplificada.,GRAMMAR,"Visto ser essa situação injusta, algumas manifestações no Brasil defenderam a causa",1.0,http://educacao.uol.com.br/bancoderedacoes/redacao/abusados-pela-razao.jhtm
1110,DAR_À_LUZ,Esta expressão é invariável.,GRAMMAR,"Abortar não deveria ser tão descriminado , deveria ser permitido poder escolher se quer ou não dar a luz",1.0,http://educacao.uol.com.br/bancoderedacoes/redacao/aprovado.jhtm
1220,HAVIA_PRESENTE_CONJUNTIVO_IMPESSOAL,"Substitua por “fossasse”, “fosse”.",GRAMMAR," Conforme relatos dos estudantes, a PM atuava de maneira muito autoritária e reprimia qualquer prática que fosse consideração suspeita",2.0,http://educacao.uol.com.br/bancoderedacoes/redacao/mobilizacao-juvenil-na-construcao-do-amanha.jhtm
1232,VOZ_VÓS,Confusão de palavras.,GRAMMAR,"Destarte, compete principalmente aos jovens a liderança de todas manifestações que aspirem a uma sociedade mais justa não só na política, mas também em todas as áreas da sociedade, pois eles possuem a voz necessária para a mudança, sua voz é a mais eficiente das armas, é a voz que cala o som dos ?canhões? da corrupção e é a única que pode fincar a bandeira da justiça social",2.0,http://educacao.uol.com.br/bancoderedacoes/redacao/politica-na-mira.jhtm
1249,WRONG_REFLEXIVE_MOS,Possível erro de colocação verbal. Está a utilizar o reflexivo em lugar da primeira pessoa do plural (nós).,GRAMMAR,"Antes de cobrar-mos mais punições para os menores infratores, devemos mudar nossa maneira de como cuidamos de nossas crianças, é  necessária uma maior consciência dos pais para que que depois haja uma cobrança por parte do Estado",1.5,http://educacao.uol.com.br/bancoderedacoes/redacao/criminalidade-infantil.jhtm
1258,IR_CONTRACTION_NOUN,Substitua por “foram ao passado”.,GRAMMAR,"Se isso mudasse a história de vida de muitos menores ia mudar também, nós a sociedade desse país que muitas das vezes contribuímos para esse fatos devemos mudar alguns de nossos conceitos e tentarmos fazer de nosso menores adultos mas preparados para lidar com seus filhos, com as adversidades, com os conflitos da vida tentando não refletir neles o que foram no passado",1.0,http://educacao.uol.com.br/bancoderedacoes/redacao/sem-titulo-007.jhtm
1299,ESPERA_QUE_INDICATIVO,Tempo verbal incorreto.,GRAMMAR, Com todos esses probleminhas esperamos que pelo meno o Brasil ganhe a Copa,1.5,http://educacao.uol.com.br/bancoderedacoes/redacao/estamos-preparados.jhtm
1327,TORNAR_IMPOSSÍVEL_impossibilitar,Substitua por,GRAMMAR, O que torna impossível a unificação de uma língua,1.5,http://educacao.uol.com.br/bancoderedacoes/redacao/um-padrao-para-o-portugues.jhtm
1335,PHRASAL_VERB_COM_2,Neste contexto o verbo “habituar” rege-se com a preposição “a”.,GRAMMAR,"Atualmente as pessoas já estão habituadas com o linguajar informal ? um vicio de linguagem-, que abrevia as palavras",0.5,http://educacao.uol.com.br/bancoderedacoes/redacao/correto-x-aprecado-versus-apressado.jhtm
1426,FUTURE_PAST_CONFUSION,Esta inflexão refere-se ao futuro. Se pretende referir-se ao passado substitua ‘-rá’ por ‘-ra’.,GRAMMAR,"No ano passado tivemos problemas semelhantes de inundações e deslizamentos, será que não houve tempo para as autoridades criarem um planejamento para retirada das famílias das áreas de risco, bem como impedir a instalação de novas famílias nessa áreas?A Austrália vivenciou o mesmo problema, mas o governo encarou os fatos e criou um sistema de monitoramento eficaz, acrescido de um plano de abandono , onde a população tomou conhecimento das chuvas horas antes, assim a população abandonou suas casas e se deslocou para abrigos seguros reservados para esse fim",1.0,http://educacao.uol.com.br/bancoderedacoes/redacao/a-prevencao-ainda-e-a-melhor-solucao.jhtm
1474,IMPERSONAL_FAZER_TIME_EXPRESSION,"O verbo fazer permanece no singular, quando indica tempo.",GRAMMAR,"Foram quatro anos que Hitler tentou superiorizar a raça ariana, exterminando as raças consideradas inferiores",0.5,http://educacao.uol.com.br/bancoderedacoes/redacao/ult4657u820.jhtm
1674,PHRASAL_VERB_A_DE,valorização rege-se com a preposição “de”.,GRAMMAR," De fato, a valorização aos idosos deve começar em seus próprios lares, ou seja, em suas respectivas famílias",1.0,http://educacao.uol.com.br/bancoderedacoes/redacao/ult4657u568.jhtm
1707,ERROS_DE_CRASE_MARCOAGPINTO,Possível erro de crase.,GRAMMAR," Diante desses fatos é difícil aceitar  uma cultura onde a minoria diz ser apenas um afeto fraternal, maternal ou paternal",1.0,http://educacao.uol.com.br/bancoderedacoes/redacao/ult4657u561.jhtm
1836,FUTURE_CONJUGATION_ERROR,O futuro do conjuntivo deste verbo é irregular.,GRAMMAR,"O mais sensato para esse problema seria se cada casal tivesse a consciência de se prevenir para não engravidar e quando houver o aborto a mãe da criança ter em mente que o aborto é o fim de uma vida, com certeza  quando ela ver essa criança ela lembrará de seu trauma e de sua dor, mas a dor mais cruel do mundo é a morte",1.5,http://educacao.uol.com.br/bancoderedacoes/redacao/ult4657u412.jhtm
2132,A_GENTE-SINGULAR_PLURAL-VERB,Erro de concordância de número: “a gente foi”,GRAMMAR,"No entanto se não existisse nenhuma regra seria mais fácil das pessoas se expressarem, não seria uma maravilha poder falar sem se preocupar com regras? Porém seria mais difícil para entendê-las, imagine ter que entender ""hoje a gente fomos ao shopping""? Fomos hoje? Certamente não seria agradável nem aos ouvidos de quem já está acostumado com as regras já existentes nem para a compreensão, especialmente se a pessoa que falou tal oração falar de maneira muito rápida",1.5,http://educacao.uol.com.br/bancoderedacoes/redacao/ult4657u116.jhtm
